Site,Year,Month,Analyte,Monthly.Mean,Monthly.Max,Monthly.Min
FAL,2018,Feb,Turb,4.2640625,10.4,1.6
FAL,2018,Mar,Chl.a,2.8096828844483057,6.81,1.72
FAL,2018,Mar,DO.Conc,10.085525629887055,10.82,8.86
FAL,2018,Mar,SpCond,253.6094700260643,331,154
FAL,2018,Mar,Temp,12.460816681146829,15.1,10.2
FAL,2018,Mar,Turb,8.42523457862728,92.4,1.9
FAL,2018,Apr,Chl.a,2.1649756944444443,4.4,1.28
FAL,2018,Apr,DO.Conc,9.223631944444444,10.32,8.75
FAL,2018,Apr,SpCond,179.24270833333333,214,137
FAL,2018,Apr,Temp,16.284131944444443,19.2,14.5
FAL,2018,Apr,Turb,7.8596630774574505,14.11,3.59
FAL,2018,May,Chl.a,2.295554435483871,3.43,1.3
FAL,2018,May,DO.Conc,9.04642809139785,9.92,8.07
FAL,2018,May,SpCond,214.2869623655914,245,189
FAL,2018,May,Temp,19.103326612903224,21.2,17.2
FAL,2018,May,Turb,3.457869623655914,9.32,1.45
FAL,2018,Jun,Chl.a,1.5008090277777777,2.75,0.74
FAL,2018,Jun,DO.Conc,8.45446875,9.78,7.46
FAL,2018,Jun,SpCond,247.91006944444445,674,181
FAL,2018,Jun,Temp,21.95423611111111,23.8,20.1
FAL,2018,Jun,Turb,4.1483993055555555,16.1,1.17
FAL,2018,Jul,Chl.a,1.7159979838709678,6.09,0.8
FAL,2018,Jul,DO.Conc,8.42232190860215,9.55,7.62
FAL,2018,Jul,SpCond,415.7315188172043,1070,188
FAL,2018,Jul,Temp,22.657022849462365,23.8,21.5
FAL,2018,Jul,Turb,4.542641129032258,15.38,1.96
FAL,2018,Aug,Chl.a,1.7770766129032258,3.8,0.87
FAL,2018,Aug,DO.Conc,8.263612231182796,9.22,7.54
FAL,2018,Aug,SpCond,876.2503360215054,2040,355
FAL,2018,Aug,Temp,22.053360215053765,23.4,20.3
FAL,2018,Aug,Turb,4.090803361344538,12.09,1.41
FAL,2018,Sep,Chl.a,1.5428819444444444,3.87,0.88
FAL,2018,Sep,DO.Conc,8.442736111111111,9.23,7.89
FAL,2018,Sep,SpCond,1197.513888888889,2280,838
FAL,2018,Sep,Temp,20.5840625,21.6,19.7
FAL,2018,Sep,Turb,3.2757118055555554,9.23,1.31
FAL,2018,Oct,Chl.a,1.9091829186281102,15.13,0.92
FAL,2018,Oct,DO.Conc,8.919307795698925,9.79,7.88
FAL,2018,Oct,SpCond,1280.1992607526881,3060,598
FAL,2018,Oct,Temp,18.484879032258064,20.7,16.4
FAL,2018,Oct,Turb,3.7539415322580645,13.41,1.13
FAL,2018,Nov,Chl.a,1.4993090277777779,6.95,0.79
FAL,2018,Nov,DO.Conc,9.576951388888888,10.4,8.92
FAL,2018,Nov,SpCond,1627.0618055555556,5280,646
FAL,2018,Nov,Temp,14.456458333333334,17.3,12.5
FAL,2018,Nov,Turb,3.6489166666666666,82.01,0.85
FAL,2018,Dec,Chl.a,1.4273219086021505,2.66,0.96
FAL,2018,Dec,DO.Conc,9.587301747311828,10.62,9.02
FAL,2018,Dec,SpCond,1298.9600134408602,3250,530
FAL,2018,Dec,Temp,11.301680107526881,12.7,9.3
FAL,2018,Dec,Turb,4.559831989247312,29.52,1.76
FAL,2019,Jan,Chl.a,1.4698051075268816,4.23,0.72
FAL,2019,Jan,DO.Conc,9.8325,10.88,8.33
FAL,2019,Jan,SpCond,630.8195564516129,1610,234
FAL,2019,Jan,Temp,9.913608870967742,11.9,8.5
FAL,2019,Jan,Turb,17.155971102150538,125.44,4.58
FAL,2019,Feb,Chl.a,1.923017113095238,3.25,1.03
FAL,2019,Feb,DO.Conc,9.920055803571428,10.67,8.45
FAL,2019,Feb,SpCond,220.7797619047619,289,155
FAL,2019,Feb,Temp,10.17232142857143,11.9,8.9
FAL,2019,Feb,Turb,22.363872767857142,59.1,10.02
FAL,2019,Mar,Chl.a,2.263860887096774,6.02,1.33
FAL,2019,Mar,DO.Conc,9.770961021505377,10.52,9.26
FAL,2019,Mar,SpCond,186.88373655913978,231,140
FAL,2019,Mar,Temp,12.606182795698924,15.6,10
FAL,2019,Mar,Turb,14.138850806451613,68.41,3.41
FAL,2019,Apr,Chl.a,2.804034722222222,10.89,1.26
FAL,2019,Apr,DO.Conc,9.621100694444445,10.85,9.01
FAL,2019,Apr,SpCond,171.93854166666668,235,144
FAL,2019,Apr,Temp,16.390520833333333,20.6,14.2
FAL,2019,Apr,Turb,6.560163194444445,27.8,2.86
FAL,2019,May,Chl.a,1.704445564516129,3.92,0.99
FAL,2019,May,DO.Conc,9.25604502688172,10.75,8.64
FAL,2019,May,SpCond,153.55040322580646,186,131
FAL,2019,May,Temp,18.162836021505377,20.2,16.4
FAL,2019,May,Turb,4.852768817204301,12.48,2.31
FAL,2019,Jun,Chl.a,1.4800555555555555,2.79,0.61
FAL,2019,Jun,DO.Conc,8.483180555555556,10.16,7.8
FAL,2019,Jun,SpCond,113.79340277777777,156,94
FAL,2019,Jun,Temp,21.417708333333334,23.7,19.3
FAL,2019,Jun,Turb,4.420586805555556,8.41,2.18
FAL,2019,Jul,Chl.a,2.026406722689076,7.04,0.63
FAL,2019,Jul,DO.Conc,7.992003361344538,9.02,7.09
FAL,2019,Jul,SpCond,197.41411764705882,732,111
FAL,2019,Jul,Temp,23.27089075630252,24.6,21.8
FAL,2019,Jul,Turb,4.398258823529412,7.63,1.84
FAL,2019,Aug,Chl.a,1.8577246718276674,3.55,0.82
FAL,2019,Aug,DO.Conc,7.734156586021506,8.53,6.64
FAL,2019,Aug,SpCond,292.12701612903226,842,167
FAL,2019,Aug,Temp,23.827251344086022,25.2,22.6
FAL,2019,Aug,Turb,3.870836693548387,14.88,1.51
FAL,2019,Sep,Chl.a,1.686005557485238,23.08,0.77
FAL,2019,Sep,DO.Conc,8.053375,8.57,7.39
FAL,2019,Sep,SpCond,198.93159722222222,306,155
FAL,2019,Sep,Temp,22.085,23.8,19.4
FAL,2019,Sep,Turb,3.7202326388888887,12.04,1.22
FAL,2019,Oct,Chl.a,2.5784550371872887,61.99,1.14
FAL,2019,Oct,DO.Conc,9.067293840457758,9.77,8.33
FAL,2019,Oct,SpCond,147.81454055873442,240,129
FAL,2019,Oct,Temp,17.44436216762033,19.6,14.4
FAL,2019,Oct,Turb,3.551273949579832,33.99,1.33
FAL,2019,Nov,Chl.a,1.7372913769123783,27.68,0.79
FAL,2019,Nov,DO.Conc,9.436913194444445,9.97,8.92
FAL,2019,Nov,SpCond,259.31631944444445,1820,151
FAL,2019,Nov,Temp,14.386180555555555,15.3,10.5
FAL,2019,Nov,Turb,4.1456076388888885,84.16,1.42
FAL,2019,Dec,Chl.a,1.8342468056489576,3.75,0.93
FAL,2019,Dec,DO.Conc,9.688155241935483,10.38,9.09
FAL,2019,Dec,SpCond,694.5722446236559,2480,297
FAL,2019,Dec,Temp,10.990927419354838,12,9.7
FAL,2019,Dec,Turb,10.379630003363605,114.25,2.81
FAL,2020,Jan,Chl.a,3.077970330411328,5.19,1.77
FAL,2020,Jan,DO.Conc,10.540309139784947,10.85,10.06
FAL,2020,Jan,SpCond,470.3380376344086,807,337
FAL,2020,Jan,Temp,9.779435483870968,11.3,8.9
FAL,2020,Jan,Turb,4.745169747899159,12.64,2.23
FAL,2020,Feb,Chl.a,3.2565504850880345,7.23,1.93
FAL,2020,Feb,DO.Conc,10.503609913793104,11.13,10
FAL,2020,Feb,SpCond,315.7140804597701,442,278
FAL,2020,Feb,Temp,11.490122126436782,14.2,9.8
FAL,2020,Feb,Turb,6.31794540229885,56.26,2.1
FAL,2020,Mar,Chl.a,2.880255376344086,7.48,1.72
FAL,2020,Mar,DO.Conc,10.044559811827957,11.4,9.45
FAL,2020,Mar,SpCond,317.2983870967742,604,272
FAL,2020,Mar,Temp,14.186760752688173,15.7,12.8
FAL,2020,Mar,Turb,3.780530913978495,13.9,1.71
FAL,2020,Apr,Chl.a,2.4732372351510943,25.57,1.69
FAL,2020,Apr,DO.Conc,9.729583333333334,11.48,8.56
FAL,2020,Apr,SpCond,265.5357638888889,493,217
FAL,2020,Apr,Temp,16.636736111111112,20.5,13.8
FAL,2020,Apr,Turb,2.966458333333333,13.72,1.58
FAL,2020,May,Chl.a,2.6773468013468014,27.62,1.46
FAL,2020,May,DO.Conc,8.710900537634409,10.15,7.42
FAL,2020,May,SpCond,260.62432795698925,558,214
FAL,2020,May,Temp,20.476478494623656,23.9,18.9
FAL,2020,May,Turb,3.4422326832548755,13.79,1.37
FAL,2020,Jun,Chl.a,1.8158055555555555,17.76,1.07
FAL,2020,Jun,DO.Conc,8.413194444444445,10.19,7.47
FAL,2020,Jun,SpCond,300.31458333333336,793,215
FAL,2020,Jun,Temp,22.39465277777778,24.2,20.8
FAL,2020,Jun,Turb,3.4715085158150853,25.6,1.24
FAL,2020,Jul,Chl.a,2.744461678832117,14.44,1.19
FAL,2020,Jul,DO.Conc,8.32619623655914,9.69,7.24
FAL,2020,Jul,SpCond,590.0719086021505,1730,217
FAL,2020,Jul,Temp,22.740087365591396,24.8,21.2
FAL,2020,Jul,Turb,3.581109243697479,9.01,1.48
FAL,2020,Aug,Chl.a,2.869690026954178,36.18,1.28
FAL,2020,Aug,DO.Conc,8.027624327956989,9.9,6.25
FAL,2020,Aug,SpCond,1154.6720430107528,3690,395
FAL,2020,Aug,Temp,23.49475806451613,25.3,21.6
FAL,2020,Aug,Turb,4.205263865546218,22.34,1.51
FAL,2020,Sep,Chl.a,2.04168876482903,4.22,1.19
FAL,2020,Sep,DO.Conc,8.337569444444444,8.95,7
FAL,2020,Sep,SpCond,1195.8600694444444,3330,623
FAL,2020,Sep,Temp,21.68809027777778,23.2,20.9
FAL,2020,Sep,Turb,3.8095694444444446,11.24,1.3
FAL,2020,Oct,Chl.a,1.8304737903225807,5.25,0.97
FAL,2020,Oct,DO.Conc,8.281730510752688,9.21,7.48
FAL,2020,Oct,SpCond,1400.934811827957,4180,528
FAL,2020,Oct,Temp,20.155208333333334,22.4,16
FAL,2020,Oct,Turb,3.464929435483871,19.61,0.08
FAL,2020,Nov,Chl.a,1.5097672803056617,8.09,0.92
FAL,2020,Nov,DO.Conc,9.518010416666666,10.44,8.65
FAL,2020,Nov,SpCond,1446.2329861111111,4730,510
FAL,2020,Nov,Temp,14.312951388888889,17.4,11.7
FAL,2020,Nov,Turb,3.4456284722222223,15.15,0.37
FAL,2020,Dec,Chl.a,1.436690188172043,2.09,0.72
FAL,2020,Dec,DO.Conc,10.145793010752689,10.64,9.79
FAL,2020,Dec,SpCond,1515.2389112903227,4610,726
FAL,2020,Dec,Temp,10.521471774193548,12,9.4
FAL,2020,Dec,Turb,4.635379959650303,12.59,1.11
FAL,2021,Jan,Chl.a,1.403081317204301,3.52,0.62
FAL,2021,Jan,DO.Conc,10.204277553763442,10.74,9.82
FAL,2021,Jan,SpCond,1503.3239247311828,4710,736
FAL,2021,Jan,Temp,9.792876344086022,10.8,8.4
FAL,2021,Jan,Turb,11.003636974789917,135.72,3.11
FAL,2021,Feb,Chl.a,2.5014099702380954,4.37,1.1
FAL,2021,Feb,DO.Conc,10.146990327380953,10.44,9.76
FAL,2021,Feb,SpCond,643.1354166666666,1430,414
FAL,2021,Feb,Temp,11.165513392857143,12.7,9.5
FAL,2021,Feb,Turb,7.950252976190476,43.44,3.65
FAL,2021,Mar,Chl.a,4.107715053763441,13.63,2.22
FAL,2021,Mar,DO.Conc,10.254996639784947,11.12,9.81
FAL,2021,Mar,SpCond,434.6891801075269,772,327
FAL,2021,Mar,Temp,12.94731182795699,15.1,11.7
FAL,2021,Mar,Turb,6.090806722689075,37.78,2.9
FAL,2021,Apr,Chl.a,2.953576388888889,4.79,1.36
FAL,2021,Apr,DO.Conc,9.700027777777779,10.68,8.88
FAL,2021,Apr,SpCond,400.15520833333335,1050,327
FAL,2021,Apr,Temp,16.7415625,19.1,14.7
FAL,2021,Apr,Turb,4.787480889506602,20.96,2.13
FAL,2021,May,Chl.a,2.835974114441417,69.15,1.08
FAL,2021,May,DO.Conc,8.797993951612904,10.27,7.99
FAL,2021,May,SpCond,886.6572580645161,2820,369
FAL,2021,May,Temp,19.49146505376344,22.4,17.9
FAL,2021,May,Turb,7.394265052135889,22.02,2.34
FAL,2021,Jun,Chl.a,2.415225035161744,52.9,0.63
FAL,2021,Jun,DO.Conc,8.32070486111111,9.57,7.24
FAL,2021,Jun,SpCond,1360.4875,3400,825
FAL,2021,Jun,Temp,21.647465277777776,24.4,19.6
FAL,2021,Jun,Turb,5.979725599166377,15.91,2.03
FAL,2021,Jul,Chl.a,2.174317876344086,14,0.57
FAL,2021,Jul,DO.Conc,8.463249327956989,11.34,7.47
FAL,2021,Jul,SpCond,1154.5715725806451,1630,918
FAL,2021,Jul,Temp,23.239516129032257,25.5,21.9
FAL,2021,Jul,Turb,3.7960100840336133,48.94,1.46
FAL,2021,Aug,Chl.a,3.7740020229265006,48.56,1.29
FAL,2021,Aug,DO.Conc,8.433323252688172,10.86,6.9
FAL,2021,Aug,SpCond,983.6377688172043,1360,778
FAL,2021,Aug,Temp,22.483568548387098,23.7,20.9
FAL,2021,Aug,Turb,3.4519097339171436,50.79,0.85
FAL,2021,Sep,Chl.a,2.7324598357729384,54.74,1.35
FAL,2021,Sep,DO.Conc,8.067677083333333,9.49,6.21
FAL,2021,Sep,SpCond,1102.6861111111111,1730,771
FAL,2021,Sep,Temp,21.893923611111113,24,19.9
FAL,2021,Sep,Turb,3.35592022393282,125.88,0.92
FAL,2021,Oct,Chl.a,2.064694014794889,21.28,0.56
FAL,2021,Oct,DO.Conc,8.721700840336135,9.68,7.38
FAL,2021,Oct,SpCond,1470.1526050420168,2170,612
FAL,2021,Oct,Temp,18.137848739495798,21.8,16.2
FAL,2021,Oct,Turb,2.198583921964346,21.48,1.17
FAL,2021,Nov,Chl.a,1.3006966434452185,3.02,0.82
FAL,2021,Nov,DO.Conc,7.869613679544015,8.77,7.37
FAL,2021,Nov,SpCond,787.6953768207726,919,604
FAL,2021,Nov,Temp,16.20196326789107,17.4,15.2
FAL,2021,Nov,Turb,4.167986067131095,36.22,1.88
FRK,2015,Jul,Chl.a,2.854655870445344,8.4,0.8
FRK,2015,Jul,DO.Conc,9.416805648957633,12.92,7.35
FRK,2015,Jul,SpCond,820.8493611297915,915,640
FRK,2015,Jul,Temp,23.46563550773369,26.47,20.91
FRK,2015,Jul,Turb,2.6222412025965154,10.7,-0.5
FRK,2015,Jul,pH,8.491852723604573,9.24,7.57
FRK,2015,Aug,Chl.a,1.8016869095816463,3.5,0.4
FRK,2015,Aug,DO.Conc,10.25531786074672,13.71,7.29
FRK,2015,Aug,SpCond,790.9915938130464,857,738
FRK,2015,Aug,Temp,23.07830588235294,27.16,21.18
FRK,2015,Aug,Turb,0.7235544217687074,2.8,0.1
FRK,2015,Aug,pH,8.930833613445378,9.64,7.75
FRK,2015,Sep,Chl.a,1.4031623330990863,3.5,-0.2
FRK,2015,Sep,DO.Conc,11.7088679902473,16.43,7.19
FRK,2015,Sep,SpCond,846.7506078499479,949,705
FRK,2015,Sep,Temp,22.388176450156305,25.63,19.66
FRK,2015,Sep,Turb,0.29563477628228446,3.3,-0.2
FRK,2015,Sep,pH,9.31127474817645,10.12,8.22
FRK,2015,Oct,Chl.a,1.999582027168234,4.6,0
FRK,2015,Oct,DO.Conc,10.049486833220797,13.29,7.6
FRK,2015,Oct,SpCond,1037.395090786819,1296,904
FRK,2015,Oct,Temp,20.215951580363146,22.44,17.92
FRK,2015,Oct,Turb,0.5103645461043602,5.1,0
FRK,2015,Oct,pH,8.559909213180902,9.33,7.75
FRK,2015,Nov,Chl.a,4.4221476510067115,12.6,1.4
FRK,2015,Nov,DO.Conc,9.553774305555555,11.22,7.85
FRK,2015,Nov,SpCond,994.471344216742,2072,714
FRK,2015,Nov,Temp,13.869861111111112,19.03,9.72
FRK,2015,Nov,Turb,5.424547069271759,53,0.3
